VIN,planned_date,planned_sequence_in_day,planned_global_sequence,model,color,priority,actual_body_sequence,actual_paint_sequence
VIN0041183,2024-11-06,155,41183,A-Sedan,Grey,Normal,41183,41183
VIN0041184,2024-11-06,156,41184,A-Sedan,Blue,Normal,41184,41184
VIN0041185,2024-11-06,157,41185,A-Sedan,Black,Normal,41185,41185
VIN0041186,2024-11-06,158,41186,B-SUV,White,Normal,41186,41186
VIN0041187,2024-11-06,159,41187,B-SUV,Blue,Normal,41187,41187
VIN0041188,2024-11-06,160,41188,A-Sedan,Green,Normal,41188,41188
VIN0041189,2024-11-06,161,41189,C-EV,White,Hold,41189,41189
VIN0041190,2024-11-06,162,41190,C-EV,Silver,Normal,41190,41190
VIN0041191,2024-11-07,1,41191,C-EV,Orange,Normal,41191,41191
VIN0041192,2024-11-07,2,41192,A-Sedan,Grey,Normal,41192,41192
VIN0041193,2024-11-07,3,41193,B-SUV,Orange,Normal,41193,41193
VIN0041194,2024-11-07,4,41194,A-Sedan,Silver,Expedite,41194,41194
VIN0041195,2024-11-07,5,41195,A-Sedan,Black,Normal,41195,41195
VIN0041196,2024-11-07,6,41196,B-SUV,Black,Normal,41196,41196
VIN0041197,2024-11-07,7,41197,A-Sedan,Red,Normal,41197,41197
VIN0041198,2024-11-07,8,41198,A-Sedan,Green,Normal,41198,41198
VIN0041199,2024-11-07,9,41199,C-EV,Green,Normal,41199,41199
VIN0041200,2024-11-07,10,41200,B-SUV,Orange,Hold,41200,41200
VIN0041201,2024-11-07,11,41201,A-Sedan,Green,Normal,41201,41201
VIN0041202,2024-11-07,12,41202,B-SUV,White,Normal,41202,41202
VIN0041203,2024-11-07,13,41203,B-SUV,Green,Normal,41203,41203
VIN0041204,2024-11-07,14,41204,A-Sedan,Silver,Normal,41204,41204
VIN0041205,2024-11-07,15,41205,B-SUV,White,Normal,41205,41205
VIN0041206,2024-11-07,16,41206,A-Sedan,Red,Normal,41206,41206
VIN0041207,2024-11-07,17,41207,A-Sedan,Blue,Normal,41207,41207
VIN0041208,2024-11-07,18,41208,A-Sedan,Red,Normal,41212,41212
VIN0041209,2024-11-07,19,41209,A-Sedan,Grey,Normal,41208,41208
VIN0041210,2024-11-07,20,41210,C-EV,Silver,Normal,41209,41209
VIN0041211,2024-11-07,21,41211,B-SUV,White,Normal,41210,41210
VIN0041212,2024-11-07,22,41212,C-EV,Black,Normal,41211,41211
VIN0041213,2024-11-07,23,41213,B-SUV,Black,Normal,41213,41213
VIN0041214,2024-11-07,24,41214,A-Sedan,Silver,Normal,41214,41214
VIN0041215,2024-11-07,25,41215,C-EV,Silver,Normal,41215,41215
VIN0041216,2024-11-07,26,41216,A-Sedan,White,Normal,41216,41216
VIN0041217,2024-11-07,27,41217,A-Sedan,White,Normal,41217,41217
VIN0041218,2024-11-07,28,41218,A-Sedan,Green,Normal,41218,41218
VIN0041219,2024-11-07,29,41219,C-EV,White,Hold,41219,41219
VIN0041220,2024-11-07,30,41220,B-SUV,White,Normal,41228,41228
VIN0041221,2024-11-07,31,41221,B-SUV,Silver,Normal,41220,41220
VIN0041222,2024-11-07,32,41222,B-SUV,White,Normal,41221,41221
VIN0041223,2024-11-07,33,41223,A-Sedan,White,Normal,41225,41225
VIN0041224,2024-11-07,34,41224,A-Sedan,Silver,Normal,41222,41222
VIN0041225,2024-11-07,35,41225,C-EV,Silver,Normal,41223,41223
VIN0041226,2024-11-07,36,41226,A-Sedan,White,Expedite,41224,41224
VIN0041227,2024-11-07,37,41227,A-Sedan,Green,Normal,41226,41226
VIN0041228,2024-11-07,38,41228,B-SUV,White,Normal,41227,41227
VIN0041229,2024-11-07,39,41229,B-SUV,Silver,Normal,41229,41229
VIN0041230,2024-11-07,40,41230,B-SUV,Silver,Normal,41230,41230
VIN0041231,2024-11-07,41,41231,A-Sedan,White,Normal,41231,41231
VIN0041232,2024-11-07,42,41232,B-SUV,Grey,Expedite,41232,41232
VIN0041233,2024-11-07,43,41233,B-SUV,Black,Normal,41233,41233
VIN0041234,2024-11-07,44,41234,B-SUV,Silver,Normal,41234,41234
VIN0041235,2024-11-07,45,41235,B-SUV,White,Normal,41235,41235
VIN0041236,2024-11-07,46,41236,A-Sedan,Black,Expedite,41236,41236
VIN0041237,2024-11-07,47,41237,A-Sedan,White,Normal,41241,41241
VIN0041238,2024-11-07,48,41238,B-SUV,Grey,Normal,41237,41237
VIN0041239,2024-11-07,49,41239,B-SUV,White,Normal,41238,41238
VIN0041240,2024-11-07,50,41240,A-Sedan,Blue,Normal,41239,41239
VIN0041241,2024-11-07,51,41241,A-Sedan,Black,Normal,41240,41240
VIN0041242,2024-11-07,52,41242,C-EV,Grey,Normal,41242,41242
VIN0041243,2024-11-07,53,41243,A-Sedan,White,Normal,41243,41243
VIN0041244,2024-11-07,54,41244,A-Sedan,White,Normal,41244,41244
VIN0041245,2024-11-07,55,41245,C-EV,Orange,Normal,41245,41245
VIN0041246,2024-11-07,56,41246,A-Sedan,Green,Normal,41246,41246
VIN0041247,2024-11-07,57,41247,A-Sedan,Silver,Normal,41247,41247
VIN0041248,2024-11-07,58,41248,B-SUV,Silver,Normal,41248,41248
VIN0041249,2024-11-07,59,41249,B-SUV,Black,Hold,41249,41249
VIN0041250,2024-11-07,60,41250,B-SUV,Green,Normal,41250,41250
VIN0041251,2024-11-07,61,41251,A-Sedan,Grey,Expedite,41251,41251
VIN0041252,2024-11-07,62,41252,A-Sedan,Silver,Normal,41252,41252
VIN0041253,2024-11-07,63,41253,A-Sedan,Silver,Normal,41253,41253
VIN0041254,2024-11-07,64,41254,A-Sedan,Blue,Normal,41254,41254
VIN0041255,2024-11-07,65,41255,C-EV,Red,Normal,41255,41255
VIN0041256,2024-11-07,66,41256,A-Sedan,White,Normal,41256,41256
VIN0041257,2024-11-07,67,41257,B-SUV,White,Normal,41257,41257
VIN0041258,2024-11-07,68,41258,C-EV,Silver,Normal,41258,41258
VIN0041259,2024-11-07,69,41259,A-Sedan,Orange,Normal,41259,41259
VIN0041260,2024-11-07,70,41260,C-EV,Silver,Normal,41260,41260
VIN0041261,2024-11-07,71,41261,C-EV,Green,Normal,41261,41261
VIN0041262,2024-11-07,72,41262,A-Sedan,Silver,Normal,41262,41262
VIN0041263,2024-11-07,73,41263,B-SUV,Silver,Normal,41263,41263
VIN0041264,2024-11-07,74,41264,B-SUV,Silver,Normal,41264,41264
VIN0041265,2024-11-07,75,41265,A-Sedan,Green,Normal,41265,41265
VIN0041266,2024-11-07,76,41266,A-Sedan,Blue,Normal,41266,41266
VIN0041267,2024-11-07,77,41267,C-EV,Red,Normal,41267,41267
VIN0041268,2024-11-07,78,41268,A-Sedan,White,Normal,41268,41268
VIN0041269,2024-11-07,79,41269,C-EV,Silver,Normal,41269,41269
VIN0041270,2024-11-07,80,41270,C-EV,White,Normal,41270,41270
VIN0041271,2024-11-07,81,41271,C-EV,Orange,Normal,41271,41271
VIN0041272,2024-11-07,82,41272,A-Sedan,Blue,Normal,41272,41272
VIN0041273,2024-11-07,83,41273,B-SUV,Silver,Normal,41273,41273
VIN0041274,2024-11-07,84,41274,B-SUV,Black,Normal,41274,41274
VIN0041275,2024-11-07,85,41275,A-Sedan,Silver,Normal,41275,41275
VIN0041276,2024-11-07,86,41276,A-Sedan,Grey,Normal,41276,41276
VIN0041277,2024-11-07,87,41277,A-Sedan,Black,Hold,41277,41277
VIN0041278,2024-11-07,88,41278,A-Sedan,White,Normal,41278,41278
VIN0041279,2024-11-07,89,41279,B-SUV,Black,Normal,41279,41279
VIN0041280,2024-11-07,90,41280,C-EV,Black,Normal,41280,41280
VIN0041281,2024-11-07,91,41281,A-Sedan,Blue,Normal,41281,41281
VIN0041282,2024-11-07,92,41282,C-EV,White,Normal,41282,41282
VIN0041283,2024-11-07,93,41283,A-Sedan,Black,Normal,41283,41283
VIN0041284,2024-11-07,94,41284,A-Sedan,Black,Normal,41284,41284
VIN0041285,2024-11-07,95,41285,A-Sedan,White,Normal,41285,41285
VIN0041286,2024-11-07,96,41286,A-Sedan,Blue,Normal,41286,41286
VIN0041287,2024-11-07,97,41287,A-Sedan,Silver,Normal,41287,41287
VIN0041288,2024-11-07,98,41288,B-SUV,Silver,Expedite,41288,41288
VIN0041289,2024-11-07,99,41289,A-Sedan,Green,Normal,41289,41289
VIN0041290,2024-11-07,100,41290,C-EV,Red,Normal,41290,41290
VIN0041291,2024-11-07,101,41291,C-EV,Grey,Normal,41291,41291
VIN0041292,2024-11-07,102,41292,B-SUV,White,Normal,41292,41292
VIN0041293,2024-11-07,103,41293,B-SUV,Red,Normal,41293,41293
VIN0041294,2024-11-07,104,41294,B-SUV,Black,Expedite,41294,41294
VIN0041295,2024-11-07,105,41295,A-Sedan,Blue,Normal,41295,41295
VIN0041296,2024-11-07,106,41296,B-SUV,White,Normal,41296,41296
VIN0041297,2024-11-07,107,41297,B-SUV,Black,Normal,41297,41297
VIN0041298,2024-11-07,108,41298,A-Sedan,Black,Normal,41298,41298
VIN0041299,2024-11-07,109,41299,B-SUV,Red,Normal,41299,41299
VIN0041300,2024-11-07,110,41300,C-EV,Grey,Normal,41300,41300
VIN0041301,2024-11-07,111,41301,A-Sedan,Silver,Normal,41307,41307
VIN0041302,2024-11-07,112,41302,B-SUV,Silver,Normal,41301,41301
VIN0041303,2024-11-07,113,41303,A-Sedan,White,Normal,41302,41302
VIN0041304,2024-11-07,114,41304,A-Sedan,Silver,Normal,41303,41303
VIN0041305,2024-11-07,115,41305,C-EV,Red,Normal,41304,41304
VIN0041306,2024-11-07,116,41306,B-SUV,White,Normal,41305,41305
VIN0041307,2024-11-07,117,41307,A-Sedan,Red,Normal,41306,41306
VIN0041308,2024-11-07,118,41308,C-EV,Silver,Normal,41308,41308
VIN0041309,2024-11-07,119,41309,A-Sedan,Red,Expedite,41309,41309
VIN0041310,2024-11-07,120,41310,B-SUV,Blue,Normal,41310,41310
VIN0041311,2024-11-07,121,41311,C-EV,Orange,Expedite,41311,41311
VIN0041312,2024-11-07,122,41312,C-EV,Silver,Normal,41312,41312
VIN0041313,2024-11-07,123,41313,A-Sedan,White,Normal,41313,41313
VIN0041314,2024-11-07,124,41314,A-Sedan,Blue,Normal,41314,41314
VIN0041315,2024-11-07,125,41315,A-Sedan,White,Normal,41315,41315
VIN0041316,2024-11-07,126,41316,C-EV,Green,Normal,41316,41316
VIN0041317,2024-11-07,127,41317,A-Sedan,Blue,Normal,41317,41317
VIN0041318,2024-11-07,128,41318,A-Sedan,Blue,Normal,41318,41318
VIN0041319,2024-11-07,129,41319,B-SUV,Silver,Expedite,41319,41319
VIN0041320,2024-11-07,130,41320,A-Sedan,Orange,Normal,41320,41320
VIN0041321,2024-11-07,131,41321,A-Sedan,Grey,Normal,41321,41321
VIN0041322,2024-11-07,132,41322,A-Sedan,Blue,Normal,41322,41322
VIN0041323,2024-11-07,133,41323,B-SUV,Black,Normal,41329,41329
VIN0041324,2024-11-07,134,41324,B-SUV,Black,Normal,41325,41325
VIN0041325,2024-11-07,135,41325,C-EV,Red,Normal,41333,41333
VIN0041326,2024-11-07,136,41326,A-Sedan,White,Normal,41323,41323
VIN0041327,2024-11-07,137,41327,C-EV,Black,Normal,41324,41324
VIN0041328,2024-11-07,138,41328,A-Sedan,Grey,Normal,41326,41326
VIN0041329,2024-11-07,139,41329,A-Sedan,Black,Normal,41327,41327
VIN0041330,2024-11-07,140,41330,A-Sedan,Orange,Normal,41328,41328
VIN0041331,2024-11-07,141,41331,B-SUV,White,Expedite,41330,41330
VIN0041332,2024-11-07,142,41332,A-Sedan,Blue,Normal,41331,41331
VIN0041333,2024-11-07,143,41333,B-SUV,Black,Normal,41332,41332
VIN0041334,2024-11-07,144,41334,A-Sedan,Blue,Normal,41334,41334
VIN0041335,2024-11-07,145,41335,C-EV,Silver,Normal,41335,41335
VIN0041336,2024-11-07,146,41336,C-EV,Green,Normal,41336,41336
VIN0041337,2024-11-08,1,41337,B-SUV,White,Normal,41337,41337
VIN0041338,2024-11-08,2,41338,B-SUV,White,Normal,41338,41338
VIN0041339,2024-11-08,3,41339,C-EV,Silver,Normal,41339,41339
VIN0041340,2024-11-08,4,41340,A-Sedan,White,Normal,41340,41340
VIN0041341,2024-11-08,5,41341,A-Sedan,Grey,Normal,41341,41341
VIN0041342,2024-11-08,6,41342,B-SUV,White,Normal,41342,41342
VIN0041343,2024-11-08,7,41343,B-SUV,Red,Normal,41343,41343
VIN0041344,2024-11-08,8,41344,A-Sedan,White,Normal,41344,41344
VIN0041345,2024-11-08,9,41345,B-SUV,Silver,Normal,41345,41345
VIN0041346,2024-11-08,10,41346,B-SUV,Silver,Normal,41346,41346
VIN0041347,2024-11-08,11,41347,A-Sedan,Red,Normal,41347,41347
VIN0041348,2024-11-08,12,41348,A-Sedan,Orange,Normal,41348,41348
VIN0041349,2024-11-08,13,41349,A-Sedan,Black,Normal,41349,41349
VIN0041350,2024-11-08,14,41350,A-Sedan,Silver,Normal,41350,41350
VIN0041351,2024-11-08,15,41351,A-Sedan,Silver,Normal,41351,41351
VIN0041352,2024-11-08,16,41352,A-Sedan,Silver,Hold,41357,41357
VIN0041353,2024-11-08,17,41353,A-Sedan,Grey,Normal,41352,41352
VIN0041354,2024-11-08,18,41354,A-Sedan,Red,Normal,41353,41353
VIN0041355,2024-11-08,19,41355,B-SUV,Black,Normal,41354,41354
VIN0041356,2024-11-08,20,41356,A-Sedan,Black,Normal,41355,41355
VIN0041357,2024-11-08,21,41357,A-Sedan,Green,Normal,41356,41356
VIN0041358,2024-11-08,22,41358,A-Sedan,Silver,Normal,41358,41358
VIN0041359,2024-11-08,23,41359,A-Sedan,White,Normal,41359,41359
VIN0041360,2024-11-08,24,41360,A-Sedan,Silver,Normal,41362,41362
VIN0041361,2024-11-08,25,41361,B-SUV,Red,Normal,41360,41360
VIN0041362,2024-11-08,26,41362,B-SUV,White,Normal,41361,41361
VIN0041363,2024-11-08,27,41363,B-SUV,White,Normal,41363,41363
VIN0041364,2024-11-08,28,41364,B-SUV,White,Normal,41364,41364
VIN0041365,2024-11-08,29,41365,A-Sedan,Red,Normal,41365,41365
VIN0041366,2024-11-08,30,41366,C-EV,Orange,Normal,41366,41366
VIN0041367,2024-11-08,31,41367,A-Sedan,Orange,Normal,41367,41367
VIN0041368,2024-11-08,32,41368,A-Sedan,Grey,Normal,41368,41368
VIN0041369,2024-11-08,33,41369,A-Sedan,White,Hold,41369,41369
VIN0041370,2024-11-08,34,41370,A-Sedan,Blue,Normal,41370,41370
VIN0041371,2024-11-08,35,41371,A-Sedan,Silver,Normal,41371,41371
VIN0041372,2024-11-08,36,41372,A-Sedan,Red,Hold,41372,41372
VIN0041373,2024-11-08,37,41373,A-Sedan,Silver,Normal,41373,41373
VIN0041374,2024-11-08,38,41374,A-Sedan,Blue,Normal,41374,41374
VIN0041375,2024-11-08,39,41375,B-SUV,Black,Normal,41375,41375
VIN0041376,2024-11-08,40,41376,A-Sedan,White,Normal,41377,41377
VIN0041377,2024-11-08,41,41377,C-EV,Red,Normal,41376,41376
VIN0041378,2024-11-08,42,41378,A-Sedan,Black,Normal,41378,41378
VIN0041379,2024-11-08,43,41379,C-EV,Green,Normal,41379,41379
VIN0041380,2024-11-08,44,41380,B-SUV,Grey,Normal,41380,41380
VIN0041381,2024-11-08,45,41381,B-SUV,Blue,Normal,41381,41381
VIN0041382,2024-11-08,46,41382,B-SUV,Grey,Normal,41382,41382
VIN0041383,2024-11-08,47,41383,A-Sedan,Grey,Normal,41383,41383
VIN0041384,2024-11-08,48,41384,C-EV,Orange,Normal,41384,41384
VIN0041385,2024-11-08,49,41385,A-Sedan,Grey,Expedite,41385,41385
VIN0041386,2024-11-08,50,41386,A-Sedan,Blue,Normal,41386,41386
VIN0041387,2024-11-08,51,41387,B-SUV,Silver,Normal,41387,41387
VIN0041388,2024-11-08,52,41388,A-Sedan,Silver,Normal,41388,41388
VIN0041389,2024-11-08,53,41389,C-EV,Grey,Normal,41389,41389
VIN0041390,2024-11-08,54,41390,B-SUV,Blue,Normal,41390,41390
VIN0041391,2024-11-08,55,41391,A-Sedan,Blue,Expedite,41391,41391
VIN0041392,2024-11-08,56,41392,A-Sedan,Silver,Normal,41392,41392
VIN0041393,2024-11-08,57,41393,A-Sedan,Black,Normal,41393,41393
VIN0041394,2024-11-08,58,41394,B-SUV,Green,Normal,41394,41394
VIN0041395,2024-11-08,59,41395,C-EV,Silver,Normal,41395,41395
VIN0041396,2024-11-08,60,41396,A-Sedan,White,Hold,41396,41396
VIN0041397,2024-11-08,61,41397,A-Sedan,White,Normal,41397,41397
VIN0041398,2024-11-08,62,41398,B-SUV,Black,Normal,41398,41398
VIN0041399,2024-11-08,63,41399,B-SUV,Silver,Expedite,41399,41399
VIN0041400,2024-11-08,64,41400,B-SUV,Blue,Normal,41400,41400
VIN0041401,2024-11-08,65,41401,A-Sedan,Silver,Normal,41401,41401
VIN0041402,2024-11-08,66,41402,A-Sedan,White,Normal,41402,41402
VIN0041403,2024-11-08,67,41403,A-Sedan,Black,Normal,41403,41403
VIN0041404,2024-11-08,68,41404,A-Sedan,White,Normal,41404,41404
VIN0041405,2024-11-08,69,41405,A-Sedan,White,Normal,41405,41405
VIN0041406,2024-11-08,70,41406,A-Sedan,Black,Normal,41406,41406
VIN0041407,2024-11-08,71,41407,A-Sedan,White,Normal,41407,41407
VIN0041408,2024-11-08,72,41408,A-Sedan,Black,Normal,41408,41408
VIN0041409,2024-11-08,73,41409,C-EV,White,Normal,41410,41410
VIN0041410,2024-11-08,74,41410,A-Sedan,Orange,Expedite,41409,41409
VIN0041411,2024-11-08,75,41411,A-Sedan,Red,Normal,41411,41411
VIN0041412,2024-11-08,76,41412,A-Sedan,Blue,Normal,41412,41412
VIN0041413,2024-11-08,77,41413,B-SUV,White,Normal,41413,41413
VIN0041414,2024-11-08,78,41414,A-Sedan,White,Normal,41414,41414
VIN0041415,2024-11-08,79,41415,A-Sedan,Silver,Normal,41415,41415
VIN0041416,2024-11-08,80,41416,B-SUV,Silver,Expedite,41416,41416
VIN0041417,2024-11-08,81,41417,B-SUV,White,Normal,41417,41417
VIN0041418,2024-11-08,82,41418,B-SUV,Black,Hold,41418,41418
VIN0041419,2024-11-08,83,41419,A-Sedan,Blue,Normal,41419,41419
VIN0041420,2024-11-08,84,41420,A-Sedan,Black,Normal,41420,41420
VIN0041421,2024-11-08,85,41421,C-EV,Red,Normal,41421,41421
VIN0041422,2024-11-08,86,41422,C-EV,Silver,Normal,41422,41422
VIN0041423,2024-11-08,87,41423,A-Sedan,Black,Normal,41423,41423
VIN0041424,2024-11-08,88,41424,B-SUV,Blue,Normal,41429,41429
VIN0041425,2024-11-08,89,41425,A-Sedan,Silver,Normal,41424,41424
VIN0041426,2024-11-08,90,41426,B-SUV,Black,Normal,41425,41425
VIN0041427,2024-11-08,91,41427,B-SUV,Grey,Normal,41426,41426
VIN0041428,2024-11-08,92,41428,C-EV,Silver,Normal,41427,41427
VIN0041429,2024-11-08,93,41429,A-Sedan,Blue,Normal,41428,41428
VIN0041430,2024-11-08,94,41430,C-EV,Silver,Normal,41430,41430
VIN0041431,2024-11-08,95,41431,A-Sedan,Blue,Normal,41431,41431
VIN0041432,2024-11-08,96,41432,B-SUV,Silver,Expedite,41432,41432
VIN0041433,2024-11-08,97,41433,A-Sedan,Black,Normal,41433,41433
VIN0041434,2024-11-08,98,41434,B-SUV,White,Normal,41434,41434
VIN0041435,2024-11-08,99,41435,B-SUV,White,Normal,41435,41435
VIN0041436,2024-11-08,100,41436,A-Sedan,Silver,Normal,41436,41436
VIN0041437,2024-11-08,101,41437,B-SUV,Silver,Normal,41437,41437
VIN0041438,2024-11-08,102,41438,B-SUV,Red,Normal,41438,41438
VIN0041439,2024-11-08,103,41439,C-EV,Blue,Normal,41439,41439
VIN0041440,2024-11-08,104,41440,C-EV,Red,Normal,41440,41440
VIN0041441,2024-11-08,105,41441,A-Sedan,Grey,Normal,41441,41441
VIN0041442,2024-11-08,106,41442,C-EV,Red,Expedite,41442,41442
VIN0041443,2024-11-08,107,41443,A-Sedan,White,Normal,41443,41443
VIN0041444,2024-11-08,108,41444,B-SUV,Grey,Normal,41444,41444
VIN0041445,2024-11-08,109,41445,B-SUV,Blue,Expedite,41445,41445
VIN0041446,2024-11-08,110,41446,B-SUV,Grey,Normal,41446,41446
VIN0041447,2024-11-08,111,41447,C-EV,Red,Normal,41447,41447
VIN0041448,2024-11-08,112,41448,A-Sedan,Silver,Normal,41448,41448
VIN0041449,2024-11-08,113,41449,A-Sedan,Black,Normal,41449,41449
VIN0041450,2024-11-08,114,41450,C-EV,Black,Normal,41450,41450
VIN0041451,2024-11-08,115,41451,A-Sedan,Grey,Normal,41451,41451
VIN0041452,2024-11-08,116,41452,A-Sedan,Grey,Hold,41452,41452
VIN0041453,2024-11-08,117,41453,A-Sedan,Black,Normal,41459,41459
VIN0041454,2024-11-08,118,41454,B-SUV,Orange,Normal,41453,41453
VIN0041455,2024-11-08,119,41455,A-Sedan,White,Normal,41454,41454
VIN0041456,2024-11-08,120,41456,A-Sedan,Green,Normal,41455,41455
VIN0041457,2024-11-08,121,41457,A-Sedan,Grey,Normal,41456,41456
VIN0041458,2024-11-08,122,41458,B-SUV,Black,Normal,41457,41457
VIN0041459,2024-11-08,123,41459,B-SUV,Black,Hold,41458,41458
VIN0041460,2024-11-08,124,41460,B-SUV,Black,Normal,41460,41460
VIN0041461,2024-11-08,125,41461,A-Sedan,Blue,Normal,41461,41461
VIN0041462,2024-11-08,126,41462,A-Sedan,Grey,Normal,41462,41462
VIN0041463,2024-11-08,127,41463,C-EV,Blue,Normal,41463,41463
VIN0041464,2024-11-08,128,41464,C-EV,Black,Normal,41464,41464
VIN0041465,2024-11-08,129,41465,C-EV,Red,Normal,41465,41465
VIN0041466,2024-11-08,130,41466,B-SUV,Silver,Normal,41466,41466
VIN0041467,2024-11-08,131,41467,C-EV,Orange,Normal,41467,41467
VIN0041468,2024-11-08,132,41468,B-SUV,White,Normal,41468,41468
VIN0041469,2024-11-08,133,41469,B-SUV,Red,Normal,41469,41469
VIN0041470,2024-11-08,134,41470,A-Sedan,Blue,Normal,41470,41470
VIN0041471,2024-11-08,135,41471,B-SUV,Silver,Expedite,41471,41471
VIN0041472,2024-11-08,136,41472,B-SUV,White,Normal,41475,41475
VIN0041473,2024-11-08,137,41473,B-SUV,Red,Normal,41472,41472
VIN0041474,2024-11-08,138,41474,A-Sedan,Silver,Normal,41473,41473
VIN0041475,2024-11-08,139,41475,A-Sedan,Grey,Normal,41474,41474
VIN0041476,2024-11-08,140,41476,B-SUV,Grey,Normal,41476,41476
VIN0041477,2024-11-08,141,41477,B-SUV,Black,Normal,41477,41477
VIN0041478,2024-11-08,142,41478,B-SUV,Black,Normal,41478,41478
VIN0041479,2024-11-08,143,41479,A-Sedan,White,Normal,41479,41479
VIN0041480,2024-11-08,144,41480,C-EV,Blue,Normal,41480,41480
VIN0041481,2024-11-08,145,41481,A-Sedan,Orange,Normal,41481,41481
VIN0041482,2024-11-08,146,41482,B-SUV,White,Expedite,41487,41487
VIN0041483,2024-11-08,147,41483,B-SUV,White,Normal,41482,41482
VIN0041484,2024-11-08,148,41484,B-SUV,White,Normal,41483,41483
VIN0041485,2024-11-08,149,41485,B-SUV,Silver,Normal,41484,41484
VIN0041486,2024-11-08,150,41486,A-Sedan,Orange,Expedite,41485,41485
VIN0041487,2024-11-08,151,41487,B-SUV,Black,Expedite,41486,41486
VIN0041488,2024-11-09,1,41488,A-Sedan,Silver,Normal,41488,41488
VIN0041489,2024-11-09,2,41489,B-SUV,Blue,Normal,41489,41489
VIN0041490,2024-11-09,3,41490,A-Sedan,Green,Normal,41490,41490
VIN0041491,2024-11-09,4,41491,B-SUV,Silver,Normal,41491,41491
VIN0041492,2024-11-09,5,41492,A-Sedan,Silver,Normal,41492,41492
VIN0041493,2024-11-09,6,41493,A-Sedan,White,Normal,41493,41493
VIN0041494,2024-11-09,7,41494,B-SUV,Black,Expedite,41494,41494
VIN0041495,2024-11-09,8,41495,A-Sedan,Red,Normal,41495,41495
VIN0041496,2024-11-09,9,41496,C-EV,White,Expedite,41496,41496
VIN0041497,2024-11-09,10,41497,A-Sedan,Blue,Normal,41514,41514
VIN0041498,2024-11-09,11,41498,A-Sedan,Black,Normal,41497,41497
VIN0041499,2024-11-09,12,41499,B-SUV,Silver,Normal,41498,41498
VIN0041500,2024-11-09,13,41500,B-SUV,Grey,Normal,41499,41499
VIN0041501,2024-11-09,14,41501,C-EV,White,Normal,41500,41500
VIN0041502,2024-11-09,15,41502,A-Sedan,Silver,Normal,41501,41501
VIN0041503,2024-11-09,16,41503,B-SUV,Red,Normal,41502,41502
VIN0041504,2024-11-09,17,41504,B-SUV,Orange,Normal,41503,41503
VIN0041505,2024-11-09,18,41505,B-SUV,Grey,Normal,41504,41504
VIN0041506,2024-11-09,19,41506,A-Sedan,Black,Normal,41505,41505
VIN0041507,2024-11-09,20,41507,A-Sedan,White,Normal,41506,41506
VIN0041508,2024-11-09,21,41508,C-EV,Blue,Normal,41507,41507
VIN0041509,2024-11-09,22,41509,A-Sedan,Black,Normal,41508,41508
VIN0041510,2024-11-09,23,41510,C-EV,Blue,Normal,41509,41509
VIN0041511,2024-11-09,24,41511,A-Sedan,White,Normal,41510,41510
VIN0041512,2024-11-09,25,41512,A-Sedan,Red,Normal,41511,41511
VIN0041513,2024-11-09,26,41513,A-Sedan,Red,Normal,41512,41512
VIN0041514,2024-11-09,27,41514,B-SUV,Silver,Normal,41513,41513
VIN0041515,2024-11-09,28,41515,C-EV,Black,Normal,41515,41515
VIN0041516,2024-11-09,29,41516,B-SUV,Black,Normal,41516,41516
VIN0041517,2024-11-09,30,41517,A-Sedan,Silver,Normal,41517,41517
VIN0041518,2024-11-09,31,41518,A-Sedan,Orange,Normal,41518,41518
VIN0041519,2024-11-09,32,41519,C-EV,Black,Normal,41519,41519
VIN0041520,2024-11-09,33,41520,C-EV,Red,Normal,41520,41520
VIN0041521,2024-11-09,34,41521,B-SUV,Red,Normal,41521,41521
VIN0041522,2024-11-09,35,41522,A-Sedan,White,Normal,41522,41522
VIN0041523,2024-11-09,36,41523,C-EV,Silver,Normal,41523,41523
VIN0041524,2024-11-09,37,41524,C-EV,Green,Normal,41524,41524
VIN0041525,2024-11-09,38,41525,B-SUV,Black,Normal,41525,41525
